session_id,customer_id,session_date,session_duration_minutes,pages_viewed,page_type,device_type,bounce_rate,time_on_page_seconds,cart_additions,cart_abandonment,search_queries,support_chat_initiated,email_clicks,app_rating_given
SESS_00005960,CUST_001065,2023-08-01 23:05:00,30,5,Product_Page,Mobile,0.69,2525.36,2,1,3,0,1,0
SESS_00005961,CUST_001729,2023-05-24 00:20:00,46,7,Search,Desktop,0.6,3872.21,1,0,2,0,1,0
SESS_00005962,CUST_000714,2023-11-29 03:08:00,3,1,Search,Mobile,0.38,252.54,2,0,0,0,0,0
SESS_00005963,CUST_000217,2023-03-06 23:24:00,34,4,Cart,Mobile,0.12,2862.07,3,0,2,0,0,0
SESS_00005964,CUST_000976,2023-05-08 15:00:00,11,2,Product_Page,Tablet,0.68,925.96,2,0,3,0,0,0
SESS_00005965,CUST_000546,2023-11-13 21:54:00,115,19,Product_Page,Desktop,0.68,9680.53,0,0,2,0,1,0
SESS_00005966,CUST_000935,2023-09-05 03:58:00,25,4,Product_Page,Mobile,0.36,2104.46,0,1,2,0,5,0
SESS_00005967,CUST_001328,2023-11-08 23:53:00,10,1,Home,Mobile,0.79,841.79,2,1,2,0,1,0
SESS_00005968,CUST_001938,2023-09-10 17:51:00,8,1,Home,Mobile,0.32,673.43,1,0,0,0,1,1
SESS_00005969,CUST_000298,2023-12-18 11:38:00,34,11,Home,Mobile,0.48,2862.07,0,1,0,0,0,0
SESS_00005970,CUST_000441,2024-01-03 18:43:00,38,19,Home,Mobile,0.6,3198.78,0,1,3,0,1,0
SESS_00005971,CUST_001211,2023-09-09 23:42:00,39,13,Product_Page,Mobile,0.55,3282.96,1,1,0,0,2,0
SESS_00005972,CUST_000860,2023-09-14 13:57:00,19,6,Cart,Mobile,0.63,1599.39,1,0,2,1,0,0
SESS_00005973,CUST_000241,2023-06-11 02:05:00,101,33,Search,Desktop,0.39,8502.03,1,1,2,0,1,0
SESS_00005974,CUST_001449,2024-02-17 12:04:00,2,1,Home,Mobile,0.87,168.36,2,0,1,0,0,0
SESS_00005975,CUST_001500,2023-02-03 23:08:00,35,5,Cart,Mobile,0.62,2946.25,1,0,2,1,2,1
SESS_00005976,CUST_000310,2023-09-03 15:20:00,26,3,Home,Mobile,0.61,2188.64,2,0,4,1,1,0
SESS_00005977,CUST_001867,2023-06-29 06:38:00,80,10,Product_Page,Desktop,0.81,6734.28,0,0,1,1,2,0
SESS_00005978,CUST_001148,2023-12-26 06:31:00,29,4,Search,Mobile,0.18,2441.18,0,0,0,0,1,0
SESS_00005979,CUST_001284,2023-11-18 14:14:00,110,36,Search,Desktop,0.68,9259.64,1,0,2,0,1,0
SESS_00005980,CUST_000864,2024-01-22 09:10:00,29,4,Product_Page,Mobile,0.3,2441.18,0,0,2,0,0,0
SESS_00005981,CUST_000851,2024-01-30 14:28:00,15,7,Product_Page,Mobile,0.68,1262.68,0,0,0,0,0,0
SESS_00005982,CUST_000179,2023-05-15 04:52:00,33,8,Search,Desktop,0.53,2777.89,0,0,1,1,2,0
SESS_00005983,CUST_001349,2023-03-12 15:43:00,86,12,Home,Desktop,0.57,7239.36,1,1,2,0,4,1
SESS_00005984,CUST_000549,2023-05-03 09:02:00,66,33,Product_Page,Desktop,0.28,5555.78,1,0,4,0,1,0
SESS_00005985,CUST_001434,2024-01-15 23:25:00,11,1,Search,Mobile,0.15,925.96,1,1,2,0,2,0
SESS_00005986,CUST_001487,2023-09-06 12:27:00,18,3,Home,Mobile,0.85,1515.21,0,1,1,0,1,0
SESS_00005987,CUST_001083,2024-01-01 22:19:00,35,7,Cart,Mobile,0.64,2946.25,2,0,3,0,0,0
SESS_00005988,CUST_000058,2023-11-25 10:24:00,18,9,Product_Page,Mobile,0.35,1515.21,0,0,2,0,0,0
SESS_00005989,CUST_000470,2023-02-10 22:01:00,27,5,Home,Mobile,0.44,2272.82,1,1,3,0,2,1
SESS_00005990,CUST_000806,2024-02-03 01:46:00,11,1,Cart,Mobile,0.54,925.96,1,0,2,1,2,0
SESS_00005991,CUST_001438,2023-09-11 04:39:00,21,5,Search,Mobile,0.19,1767.75,2,1,0,1,0,0
SESS_00005992,CUST_000241,2023-04-14 23:22:00,28,14,Home,Mobile,0.53,2357.0,0,1,2,0,1,0
SESS_00005993,CUST_001231,2023-10-31 01:04:00,92,23,Home,Desktop,0.39,7744.43,1,1,2,1,1,0
SESS_00005994,CUST_001630,2023-09-24 00:25:00,37,18,Search,Mobile,0.21,3114.61,0,0,2,0,0,0
SESS_00005995,CUST_000120,2023-08-08 20:21:00,39,4,Product_Page,Mobile,0.4,3282.96,1,0,1,0,1,0
SESS_00005996,CUST_001526,2023-07-06 21:00:00,15,2,Product_Page,Mobile,0.17,1262.68,2,0,2,0,1,0
SESS_00005997,CUST_000818,2024-03-04 06:43:00,55,18,Product_Page,Tablet,0.29,4629.82,1,0,3,0,1,0
SESS_00005998,CUST_000881,2023-03-29 07:30:00,22,11,Search,Mobile,0.54,1851.93,4,0,3,0,0,0
SESS_00005999,CUST_000687,2024-01-13 20:18:00,34,11,Product_Page,Desktop,0.74,2862.07,0,1,5,0,0,0
SESS_00006000,CUST_001956,2023-04-05 23:26:00,2,1,Product_Page,Mobile,0.25,168.36,0,0,5,0,1,0
SESS_00006001,CUST_000987,2023-10-14 08:57:00,26,3,Product_Page,Mobile,0.73,2188.64,5,1,4,0,0,0
SESS_00006002,CUST_001888,2023-04-04 09:54:00,5,1,Product_Page,Mobile,0.62,420.89,0,0,1,0,2,0
SESS_00006003,CUST_001846,2023-12-19 16:13:00,33,4,Product_Page,Tablet,0.32,2777.89,2,0,0,0,2,0
SESS_00006004,CUST_000688,2023-11-01 23:16:00,99,24,Cart,Desktop,0.43,8333.68,0,0,2,0,0,0
SESS_00006005,CUST_001076,2023-09-05 22:03:00,11,3,Home,Mobile,0.59,925.96,0,1,3,0,1,0
SESS_00006006,CUST_001540,2023-01-10 15:40:00,55,27,Product_Page,Tablet,0.11,4629.82,0,0,1,0,0,0
SESS_00006007,CUST_000089,2024-01-19 10:24:00,24,12,Cart,Tablet,0.28,2020.29,2,0,1,0,3,0
SESS_00006008,CUST_001518,2023-01-12 13:28:00,47,23,Search,Desktop,0.81,3956.39,1,1,1,0,2,0
SESS_00006009,CUST_000764,2023-09-26 12:31:00,44,11,Cart,Tablet,0.6,3703.86,0,0,1,0,1,0
SESS_00006010,CUST_001380,2023-03-09 09:46:00,3,1,Home,Mobile,0.76,252.54,1,1,2,0,1,0
SESS_00006011,CUST_001100,2023-09-11 22:17:00,8,2,Cart,Mobile,0.15,673.43,0,0,1,1,1,0
SESS_00006012,CUST_001548,2024-03-12 20:53:00,90,22,Home,Desktop,0.78,7576.07,0,0,1,0,1,0
SESS_00006013,CUST_001834,2023-01-09 14:21:00,33,6,Home,Mobile,0.9,2777.89,3,0,3,0,0,0
SESS_00006014,CUST_000530,2023-06-06 18:24:00,45,15,Product_Page,Tablet,0.19,3788.03,2,1,0,0,2,0
SESS_00006015,CUST_001773,2024-02-02 18:11:00,8,2,Product_Page,Mobile,0.18,673.43,1,0,2,0,0,0
SESS_00006016,CUST_001137,2024-02-13 03:36:00,27,6,Search,Mobile,0.37,2272.82,1,1,1,0,0,0
SESS_00006017,CUST_000341,2024-03-10 08:45:00,5,1,Home,Mobile,0.11,420.89,0,0,0,0,1,0
SESS_00006018,CUST_000579,2024-01-28 06:25:00,54,13,Cart,Desktop,0.38,4545.64,1,0,2,0,1,0
SESS_00006019,CUST_001525,2023-06-15 02:37:00,17,2,Home,Desktop,0.8,1431.04,1,0,3,0,1,0
SESS_00006020,CUST_001928,2024-03-08 13:03:00,5,1,Home,Mobile,0.39,420.89,2,0,4,0,3,0
SESS_00006021,CUST_000363,2023-12-29 04:09:00,29,4,Search,Mobile,0.32,2441.18,2,0,4,0,0,1
SESS_00006022,CUST_001993,2023-06-19 22:27:00,71,11,Search,Desktop,0.37,5976.68,0,0,5,0,2,0
SESS_00006023,CUST_001268,2023-03-22 13:24:00,25,6,Product_Page,Desktop,0.44,2104.46,2,0,3,0,2,0
SESS_00006024,CUST_000470,2024-03-14 08:57:00,8,1,Product_Page,Mobile,0.29,673.43,0,1,2,0,0,0
SESS_00006025,CUST_001614,2023-10-06 21:04:00,21,3,Home,Mobile,0.69,1767.75,0,1,1,0,2,0
SESS_00006026,CUST_001388,2024-01-13 01:34:00,41,5,Product_Page,Mobile,0.11,3451.32,2,0,3,0,1,0
SESS_00006027,CUST_001939,2023-07-19 11:46:00,43,7,Product_Page,Mobile,0.78,3619.68,1,1,4,1,1,0
SESS_00006028,CUST_000783,2023-02-22 09:26:00,86,28,Product_Page,Desktop,0.42,7239.36,1,1,3,0,4,0
SESS_00006029,CUST_001346,2024-02-27 03:44:00,6,1,Product_Page,Mobile,0.17,505.07,2,0,0,0,2,0
SESS_00006030,CUST_001194,2023-04-24 21:24:00,36,7,Home,Mobile,0.23,3030.43,0,0,3,1,2,0
SESS_00006031,CUST_001538,2023-07-05 15:17:00,7,2,Search,Mobile,0.82,589.25,0,1,3,0,0,0
SESS_00006032,CUST_001858,2023-03-30 22:32:00,68,13,Home,Desktop,0.84,5724.14,0,0,2,0,0,0
SESS_00006033,CUST_000995,2023-01-07 21:16:00,19,4,Home,Mobile,0.4,1599.39,0,1,1,0,5,0
SESS_00006034,CUST_001899,2023-08-31 02:34:00,57,9,Home,Desktop,0.73,4798.18,0,1,4,0,0,0
SESS_00006035,CUST_000608,2023-12-04 02:14:00,85,42,Product_Page,Desktop,0.72,7155.18,1,0,4,0,0,0
SESS_00006036,CUST_000521,2023-01-19 17:03:00,34,6,Home,Mobile,0.38,2862.07,2,1,1,0,3,0
SESS_00006037,CUST_000288,2024-01-01 23:33:00,53,6,Product_Page,Tablet,0.4,4461.46,1,1,0,0,0,0
SESS_00006038,CUST_001464,2023-04-29 10:46:00,97,24,Product_Page,Desktop,0.59,8165.32,0,0,1,0,1,0
SESS_00006039,CUST_001300,2023-09-04 03:18:00,13,2,Product_Page,Mobile,0.2,1094.32,0,0,2,0,2,0
SESS_00006040,CUST_000065,2023-10-28 06:59:00,7,1,Search,Mobile,0.59,589.25,1,0,0,0,0,0
SESS_00006041,CUST_000171,2024-01-08 05:59:00,6,2,Home,Mobile,0.74,505.07,0,0,1,0,1,0
SESS_00006042,CUST_000688,2024-02-07 20:37:00,23,7,Product_Page,Mobile,0.73,1936.11,2,1,1,0,2,0
SESS_00006043,CUST_001945,2023-06-21 06:40:00,25,3,Home,Desktop,0.65,2104.46,0,1,1,1,3,1
SESS_00006044,CUST_000591,2023-03-03 05:55:00,29,5,Search,Mobile,0.25,2441.18,2,0,4,0,1,0
SESS_00006045,CUST_000826,2023-12-23 05:42:00,7,1,Search,Tablet,0.69,589.25,4,1,2,0,1,0
SESS_00006046,CUST_001151,2023-06-17 12:26:00,4,1,Home,Mobile,0.65,336.71,0,1,1,0,1,0
SESS_00006047,CUST_001775,2024-01-21 19:00:00,11,1,Product_Page,Mobile,0.67,925.96,0,0,4,0,0,1
SESS_00006048,CUST_001123,2023-06-19 09:04:00,16,2,Product_Page,Desktop,0.32,1346.86,1,0,1,0,0,0
SESS_00006049,CUST_000158,2024-01-02 03:40:00,10,5,Search,Mobile,0.51,841.79,2,0,1,0,0,0
SESS_00006050,CUST_000185,2023-07-03 01:09:00,26,13,Cart,Mobile,0.46,2188.64,0,0,2,0,1,0
SESS_00006051,CUST_001765,2024-03-12 10:23:00,18,2,Search,Mobile,0.21,1515.21,1,1,0,1,3,1
SESS_00006052,CUST_000310,2023-08-26 22:28:00,93,46,Product_Page,Desktop,0.73,7828.61,1,0,1,0,1,0
SESS_00006053,CUST_001323,2023-05-20 02:57:00,5,1,Search,Mobile,0.89,420.89,0,0,1,0,2,0
SESS_00006054,CUST_001879,2023-07-03 04:55:00,35,5,Search,Mobile,0.55,2946.25,1,1,2,0,1,0
SESS_00006055,CUST_000967,2023-07-28 09:46:00,63,10,Home,Desktop,0.64,5303.25,0,1,2,0,0,0
SESS_00006056,CUST_001928,2023-09-19 00:51:00,41,20,Home,Mobile,0.79,3451.32,1,0,2,1,1,0
SESS_00006057,CUST_001450,2023-12-16 08:59:00,87,12,Home,Desktop,0.81,7323.53,2,0,2,0,0,0
SESS_00006058,CUST_000657,2023-03-21 12:01:00,50,7,Home,Desktop,0.51,4208.93,2,1,2,0,1,1
SESS_00006059,CUST_001796,2023-02-25 23:47:00,34,8,Home,Mobile,0.4,2862.07,1,1,0,1,1,0
SESS_00006060,CUST_001703,2023-05-31 23:47:00,57,14,Search,Desktop,0.23,4798.18,0,0,3,0,3,0
SESS_00006061,CUST_000193,2023-04-14 15:09:00,112,14,Search,Desktop,0.8,9428.0,1,0,1,1,0,0
SESS_00006062,CUST_001146,2023-02-24 03:08:00,12,4,Home,Mobile,0.54,1010.14,0,0,1,0,2,0
SESS_00006063,CUST_000160,2023-06-05 08:35:00,36,7,Product_Page,Mobile,0.54,3030.43,2,0,4,0,3,0
SESS_00006064,CUST_001937,2023-04-28 13:27:00,34,17,Cart,Mobile,0.12,2862.07,2,0,3,0,2,0
SESS_00006065,CUST_000359,2023-11-08 10:23:00,19,3,Cart,Mobile,0.47,1599.39,2,0,4,1,1,0
SESS_00006066,CUST_000704,2024-01-22 18:45:00,42,7,Home,Mobile,0.29,3535.5,2,0,2,0,2,0
SESS_00006067,CUST_000916,2023-06-18 05:54:00,28,7,Search,Mobile,0.7,2357.0,0,0,2,0,0,0
SESS_00006068,CUST_001792,2024-02-17 15:02:00,5,1,Home,Mobile,0.72,420.89,0,0,2,0,0,0
SESS_00006069,CUST_000841,2023-03-13 16:44:00,20,5,Search,Mobile,0.44,1683.57,4,0,3,0,1,0
SESS_00006070,CUST_001766,2023-04-09 04:39:00,43,21,Product_Page,Mobile,0.15,3619.68,0,0,1,0,2,0
SESS_00006071,CUST_001456,2023-10-05 02:45:00,10,2,Home,Tablet,0.67,841.79,0,0,0,0,1,0
SESS_00006072,CUST_000089,2024-01-01 19:26:00,13,2,Home,Mobile,0.78,1094.32,0,1,4,0,0,0
SESS_00006073,CUST_001405,2023-05-07 18:46:00,49,7,Home,Desktop,0.63,4124.75,0,0,2,0,0,0
SESS_00006074,CUST_001605,2024-01-19 20:27:00,7,2,Product_Page,Mobile,0.72,589.25,2,1,1,0,1,0
SESS_00006075,CUST_000783,2023-02-17 10:50:00,8,4,Search,Mobile,0.35,673.43,0,1,1,0,0,0
SESS_00006076,CUST_001849,2024-01-29 00:13:00,71,17,Home,Desktop,0.64,5976.68,0,1,4,0,0,0
SESS_00006077,CUST_001286,2023-11-22 18:43:00,14,7,Home,Tablet,0.16,1178.5,2,1,1,1,0,1
SESS_00006078,CUST_001635,2023-03-18 00:39:00,28,4,Search,Mobile,0.29,2357.0,1,0,0,0,2,0
SESS_00006079,CUST_001895,2023-09-20 12:02:00,5,1,Search,Mobile,0.62,420.89,0,0,2,0,1,0
SESS_00006080,CUST_001468,2023-09-12 14:54:00,45,11,Product_Page,Mobile,0.79,3788.03,0,1,3,0,0,0
SESS_00006081,CUST_000916,2023-02-17 11:23:00,23,4,Search,Mobile,0.22,1936.11,3,0,1,0,1,0
SESS_00006082,CUST_000284,2023-12-20 06:36:00,45,11,Cart,Mobile,0.29,3788.03,3,0,2,0,1,0
SESS_00006083,CUST_001018,2023-08-02 09:57:00,28,3,Product_Page,Mobile,0.1,2357.0,3,0,1,0,3,0
SESS_00006084,CUST_001442,2023-11-12 02:47:00,20,2,Home,Mobile,0.76,1683.57,1,1,4,0,3,0
SESS_00006085,CUST_000691,2023-08-22 16:50:00,28,4,Cart,Tablet,0.27,2357.0,0,0,3,0,0,0
SESS_00006086,CUST_001700,2023-12-24 21:46:00,2,1,Product_Page,Mobile,0.14,168.36,1,0,1,0,0,0
SESS_00006087,CUST_000689,2023-03-03 19:46:00,37,4,Product_Page,Mobile,0.81,3114.61,0,0,3,0,0,0
SESS_00006088,CUST_000060,2023-10-28 10:38:00,41,5,Home,Mobile,0.56,3451.32,0,0,2,0,0,0
SESS_00006089,CUST_000126,2023-07-03 12:01:00,15,1,Product_Page,Mobile,0.1,1262.68,1,1,2,0,0,0
SESS_00006090,CUST_000263,2023-07-19 12:48:00,10,1,Product_Page,Mobile,0.74,841.79,1,0,4,0,0,0
SESS_00006091,CUST_001423,2023-06-24 23:06:00,15,5,Product_Page,Desktop,0.15,1262.68,2,0,2,0,0,0
SESS_00006092,CUST_000199,2023-07-06 07:01:00,34,6,Product_Page,Mobile,0.38,2862.07,2,1,2,0,2,0
SESS_00006093,CUST_001664,2023-01-18 07:14:00,8,1,Cart,Desktop,0.31,673.43,1,1,2,0,1,0
SESS_00006094,CUST_001944,2023-03-25 08:26:00,32,6,Home,Mobile,0.31,2693.71,1,1,4,0,1,1
SESS_00006095,CUST_000858,2023-12-07 19:47:00,28,4,Search,Mobile,0.36,2357.0,0,1,3,0,2,0
SESS_00006096,CUST_001337,2023-10-12 14:46:00,2,1,Cart,Mobile,0.81,168.36,0,1,3,0,0,0
SESS_00006097,CUST_001924,2023-05-31 02:03:00,34,17,Search,Mobile,0.88,2862.07,1,1,0,0,0,0
SESS_00006098,CUST_001276,2023-12-05 02:00:00,35,5,Product_Page,Tablet,0.36,2946.25,2,1,2,0,1,0
SESS_00006099,CUST_000320,2023-10-16 19:46:00,29,5,Search,Mobile,0.34,2441.18,1,1,2,0,0,0
SESS_00006100,CUST_000351,2023-04-01 09:49:00,38,9,Home,Tablet,0.29,3198.78,0,0,2,1,2,1
SESS_00006101,CUST_000720,2023-03-01 10:54:00,42,8,Product_Page,Mobile,0.68,3535.5,1,1,5,0,4,0
SESS_00006102,CUST_000074,2023-04-14 08:12:00,20,2,Product_Page,Mobile,0.81,1683.57,2,0,2,0,0,0
SESS_00006103,CUST_001175,2023-02-17 14:51:00,6,1,Cart,Mobile,0.16,505.07,2,0,2,0,3,0
SESS_00006104,CUST_000103,2023-01-28 07:41:00,42,10,Product_Page,Mobile,0.61,3535.5,3,1,2,0,1,0
SESS_00006105,CUST_001673,2023-09-10 20:02:00,50,8,Search,Desktop,0.14,4208.93,0,0,1,0,0,0
SESS_00006106,CUST_000465,2023-12-01 07:59:00,90,11,Cart,Desktop,0.5,7576.07,2,1,3,0,1,1
SESS_00006107,CUST_000631,2024-03-04 18:17:00,39,5,Home,Desktop,0.65,3282.96,0,1,2,0,1,0
SESS_00006108,CUST_000999,2023-05-26 15:23:00,5,1,Search,Mobile,0.4,420.89,0,0,3,0,0,0
SESS_00006109,CUST_000427,2023-07-25 17:21:00,34,5,Home,Desktop,0.2,2862.07,2,0,5,0,0,0
SESS_00006110,CUST_001277,2023-12-19 05:32:00,59,8,Search,Desktop,0.28,4966.53,0,0,1,0,1,0
SESS_00006111,CUST_000420,2023-07-12 18:41:00,45,15,Product_Page,Mobile,0.24,3788.03,1,0,4,0,0,0
SESS_00006112,CUST_000516,2023-12-12 02:04:00,25,8,Cart,Mobile,0.28,2104.46,0,0,1,0,1,1
SESS_00006113,CUST_000730,2023-08-03 08:50:00,8,1,Search,Mobile,0.13,673.43,0,0,1,0,0,0
SESS_00006114,CUST_000818,2023-07-01 01:27:00,115,28,Product_Page,Desktop,0.28,9680.53,1,0,1,0,0,0
SESS_00006115,CUST_000434,2023-12-28 07:53:00,3,1,Home,Mobile,0.12,252.54,0,1,2,0,1,0
SESS_00006116,CUST_000605,2023-02-01 23:25:00,41,8,Product_Page,Tablet,0.45,3451.32,1,0,4,1,2,0
SESS_00006117,CUST_000758,2023-02-21 08:32:00,26,5,Home,Desktop,0.58,2188.64,0,1,0,0,0,1
SESS_00006118,CUST_001751,2023-10-13 05:29:00,11,2,Product_Page,Mobile,0.54,925.96,1,0,3,0,0,1
SESS_00006119,CUST_000833,2024-01-26 07:58:00,87,29,Home,Desktop,0.42,7323.53,0,0,0,1,1,0
SESS_00006120,CUST_000076,2023-02-01 18:51:00,42,14,Product_Page,Mobile,0.54,3535.5,2,0,3,0,3,0
SESS_00006121,CUST_001826,2023-12-16 04:17:00,6,3,Product_Page,Mobile,0.16,505.07,0,0,2,0,1,0
SESS_00006122,CUST_000972,2023-08-31 03:23:00,53,7,Cart,Desktop,0.21,4461.46,0,0,0,0,1,0
SESS_00006123,CUST_000394,2023-08-08 15:15:00,9,1,Home,Mobile,0.57,757.61,2,1,4,1,2,0
SESS_00006124,CUST_000991,2024-02-11 09:10:00,108,54,Search,Desktop,0.79,9091.28,1,1,4,0,1,0
SESS_00006125,CUST_000214,2023-06-25 04:06:00,39,5,Product_Page,Mobile,0.23,3282.96,3,0,3,1,0,0
SESS_00006126,CUST_000326,2024-02-24 13:47:00,40,13,Product_Page,Mobile,0.52,3367.14,2,0,2,0,0,0
SESS_00006127,CUST_000860,2023-01-04 18:37:00,33,16,Home,Mobile,0.48,2777.89,0,0,1,0,0,0
SESS_00006128,CUST_000963,2023-04-08 19:39:00,25,6,Home,Mobile,0.7,2104.46,0,0,2,0,0,0
SESS_00006129,CUST_000206,2023-04-30 02:01:00,17,2,Product_Page,Mobile,0.84,1431.04,1,0,2,0,1,0
SESS_00006130,CUST_001740,2023-10-19 17:27:00,36,6,Cart,Mobile,0.13,3030.43,1,0,2,0,1,0
SESS_00006131,CUST_001922,2024-01-30 13:12:00,23,3,Product_Page,Mobile,0.84,1936.11,0,1,2,0,0,0
SESS_00006132,CUST_000605,2023-02-21 04:14:00,2,1,Product_Page,Mobile,0.6,168.36,0,1,2,0,1,0
SESS_00006133,CUST_001631,2023-08-30 11:24:00,105,21,Product_Page,Desktop,0.73,8838.75,2,0,2,0,4,0
SESS_00006134,CUST_000618,2023-06-10 07:29:00,33,16,Home,Mobile,0.56,2777.89,0,1,3,0,1,0
SESS_00006135,CUST_001245,2023-07-22 08:09:00,10,2,Product_Page,Mobile,0.19,841.79,1,0,1,0,0,0
SESS_00006136,CUST_000848,2023-04-17 16:49:00,25,12,Product_Page,Mobile,0.78,2104.46,1,0,5,1,2,0
SESS_00006137,CUST_000891,2023-01-15 06:07:00,14,7,Product_Page,Tablet,0.31,1178.5,2,0,1,0,0,0
SESS_00006138,CUST_001589,2023-11-13 02:19:00,41,13,Product_Page,Desktop,0.72,3451.32,2,0,2,0,2,0
SESS_00006139,CUST_001512,2023-04-09 17:59:00,7,1,Search,Mobile,0.88,589.25,2,1,3,0,1,0
SESS_00006140,CUST_000679,2024-03-06 08:03:00,17,5,Search,Mobile,0.5,1431.04,1,1,1,0,2,0
SESS_00006141,CUST_000977,2024-01-01 08:06:00,23,5,Product_Page,Mobile,0.9,1936.11,2,1,2,0,0,1
SESS_00006142,CUST_000888,2023-05-09 05:09:00,25,6,Search,Mobile,0.37,2104.46,0,0,2,0,1,0
SESS_00006143,CUST_001164,2023-03-13 04:31:00,6,1,Product_Page,Mobile,0.23,505.07,2,0,1,0,2,0
SESS_00006144,CUST_000376,2023-11-19 00:30:00,21,5,Product_Page,Mobile,0.35,1767.75,2,0,0,0,0,0
SESS_00006145,CUST_000161,2023-12-10 03:18:00,45,7,Product_Page,Mobile,0.61,3788.03,2,1,1,0,1,0
SESS_00006146,CUST_000789,2023-03-25 19:52:00,44,6,Home,Mobile,0.53,3703.86,0,0,3,0,2,0
SESS_00006147,CUST_000998,2023-09-18 06:08:00,89,14,Search,Desktop,0.46,7491.89,1,0,4,0,0,0
SESS_00006148,CUST_001816,2023-05-27 10:12:00,35,17,Search,Mobile,0.7,2946.25,3,0,3,0,1,0
SESS_00006149,CUST_001552,2023-03-26 18:47:00,9,1,Cart,Mobile,0.53,757.61,0,0,1,0,1,0
SESS_00006150,CUST_000889,2023-08-11 01:54:00,22,3,Home,Tablet,0.6,1851.93,0,1,2,0,2,0
SESS_00006151,CUST_000025,2023-12-19 00:47:00,39,6,Home,Mobile,0.73,3282.96,1,0,3,0,0,0
SESS_00006152,CUST_001197,2023-04-26 23:27:00,39,5,Cart,Tablet,0.13,3282.96,3,0,1,0,0,0
SESS_00006153,CUST_000920,2023-01-22 02:30:00,14,7,Product_Page,Tablet,0.58,1178.5,2,1,1,0,2,0
SESS_00006154,CUST_001948,2023-07-08 22:05:00,36,4,Cart,Mobile,0.67,3030.43,1,0,0,1,2,0
SESS_00006155,CUST_000542,2023-11-27 14:48:00,44,11,Search,Desktop,0.27,3703.86,1,0,2,0,2,0
SESS_00006156,CUST_001630,2023-01-22 01:03:00,22,5,Home,Mobile,0.14,1851.93,0,1,2,1,0,0
SESS_00006157,CUST_001408,2023-05-08 20:05:00,44,14,Cart,Mobile,0.11,3703.86,1,0,2,0,1,1
SESS_00006158,CUST_000261,2023-03-25 22:52:00,61,15,Product_Page,Desktop,0.12,5134.89,1,1,3,0,1,0
SESS_00006159,CUST_001195,2023-04-06 07:09:00,64,21,Home,Desktop,0.54,5387.43,3,0,1,0,1,1
SESS_00006160,CUST_000609,2023-11-21 09:49:00,48,6,Search,Tablet,0.83,4040.57,2,0,2,0,2,0
SESS_00006161,CUST_001376,2023-07-03 01:56:00,16,2,Home,Mobile,0.49,1346.86,0,0,5,0,0,0
SESS_00006162,CUST_001184,2023-04-17 09:30:00,29,4,Product_Page,Mobile,0.14,2441.18,0,0,1,0,2,1
SESS_00006163,CUST_000574,2023-11-15 18:20:00,13,1,Home,Mobile,0.17,1094.32,1,0,0,0,1,0
SESS_00006164,CUST_001841,2023-04-07 04:54:00,22,7,Home,Mobile,0.45,1851.93,0,0,0,0,3,0
SESS_00006165,CUST_001492,2023-08-31 15:41:00,45,5,Search,Desktop,0.78,3788.03,1,0,1,0,1,0
SESS_00006166,CUST_000370,2023-03-22 20:26:00,30,15,Product_Page,Mobile,0.33,2525.36,1,0,2,0,0,0
SESS_00006167,CUST_000779,2023-05-28 17:16:00,17,2,Product_Page,Mobile,0.28,1431.04,2,0,2,0,1,0
SESS_00006168,CUST_000705,2023-03-04 09:22:00,20,2,Home,Mobile,0.82,1683.57,1,1,2,0,2,0
SESS_00006169,CUST_001379,2023-07-27 04:24:00,13,3,Product_Page,Desktop,0.23,1094.32,2,0,1,0,0,0
SESS_00006170,CUST_000703,2023-04-28 16:23:00,24,6,Home,Mobile,0.15,2020.29,0,0,0,1,1,0
SESS_00006171,CUST_001109,2023-09-14 10:36:00,39,19,Home,Mobile,0.17,3282.96,0,0,2,0,0,0
SESS_00006172,CUST_001504,2024-03-08 20:33:00,41,5,Product_Page,Tablet,0.8,3451.32,2,0,0,0,1,0
SESS_00006173,CUST_001871,2023-02-01 07:59:00,19,3,Product_Page,Mobile,0.78,1599.39,3,0,1,0,1,0
SESS_00006174,CUST_000941,2023-12-17 08:17:00,41,6,Product_Page,Mobile,0.37,3451.32,0,0,2,0,1,0
SESS_00006175,CUST_000716,2024-02-07 17:21:00,15,2,Search,Mobile,0.72,1262.68,3,0,2,0,1,0
SESS_00006176,CUST_001245,2024-01-24 03:07:00,104,13,Product_Page,Desktop,0.76,8754.57,0,0,3,0,0,1
SESS_00006177,CUST_001632,2024-03-04 02:14:00,120,60,Search,Desktop,0.86,10101.43,2,0,1,0,2,0
SESS_00006178,CUST_001649,2023-09-30 06:09:00,7,2,Home,Mobile,0.16,589.25,0,0,1,1,2,0
SESS_00006179,CUST_000215,2024-03-13 13:06:00,105,13,Home,Desktop,0.65,8838.75,2,0,6,0,1,0
SESS_00006180,CUST_001968,2023-11-28 14:26:00,10,2,Cart,Mobile,0.71,841.79,3,0,2,1,1,0
SESS_00006181,CUST_001937,2023-02-16 18:29:00,34,4,Search,Desktop,0.2,2862.07,0,0,1,1,2,0
SESS_00006182,CUST_001391,2023-02-21 20:01:00,11,1,Cart,Mobile,0.58,925.96,1,0,0,0,0,0
SESS_00006183,CUST_001307,2023-12-06 19:33:00,42,5,Product_Page,Mobile,0.73,3535.5,1,0,0,1,2,1
