transaction_id,customer_id,product_id,transaction_date,amount_spent,payment_method,product_category,quantity
TXN_00004376,CUST_001638,PROD_0141,2024-01-05 01:38:00,6281,Credit Card,Fashion,1
TXN_00004377,CUST_000359,PROD_0048,2023-07-25 14:10:00,41286,Credit Card,Home & Living,1
TXN_00004378,CUST_001501,PROD_0133,2023-01-27 14:12:00,38082,Credit Card,Electronics,1
TXN_00004379,CUST_000575,PROD_0143,2024-01-24 19:48:00,19618,UPI,Fashion,2
TXN_00004380,CUST_000402,PROD_0105,2023-12-23 14:28:00,62357,Debit Card,Electronics,1
TXN_00004381,CUST_000466,PROD_0217,2023-09-08 04:54:00,328935,Credit Card,Electronics,3
TXN_00004382,CUST_001991,PROD_0078,2023-05-19 20:50:00,16625,UPI,Electronics,1
TXN_00004383,CUST_001889,PROD_0202,2023-11-18 21:00:00,25627,UPI,Electronics,1
TXN_00004384,CUST_000495,PROD_0251,2023-01-15 02:26:00,89794,COD,Electronics,1
TXN_00004385,CUST_000283,PROD_0059,2023-06-29 03:22:00,38973,Wallet,Home & Living,1
TXN_00004386,CUST_000079,PROD_0173,2023-12-19 22:40:00,110820,Credit Card,Electronics,1
TXN_00004387,CUST_000010,PROD_0093,2023-06-25 00:42:00,34517,UPI,Home & Living,1
TXN_00004388,CUST_000379,PROD_0095,2023-02-18 09:13:00,202385,Net Banking,Electronics,2
TXN_00004389,CUST_000704,PROD_0171,2023-02-03 04:58:00,124273,Net Banking,Electronics,3
TXN_00004390,CUST_000951,PROD_0144,2024-01-31 21:43:00,13947,Debit Card,Electronics,1
TXN_00004391,CUST_001377,PROD_0006,2024-02-27 07:48:00,115424,UPI,Electronics,1
TXN_00004392,CUST_001007,PROD_0202,2024-03-02 10:12:00,27845,Debit Card,Electronics,1
TXN_00004393,CUST_000162,PROD_0245,2024-01-07 03:07:00,137299,Wallet,Electronics,1
TXN_00004394,CUST_000292,PROD_0107,2023-06-30 18:01:00,324448,UPI,Electronics,3
TXN_00004395,CUST_000563,PROD_0073,2023-03-27 12:22:00,33389,UPI,Fashion,2
TXN_00004396,CUST_000379,PROD_0124,2024-02-23 08:09:00,7456,UPI,Fashion,1
TXN_00004397,CUST_001130,PROD_0021,2023-12-12 12:57:00,206179,UPI,Electronics,2
TXN_00004398,CUST_000376,PROD_0032,2023-06-26 03:44:00,1954,UPI,Fashion,1
TXN_00004399,CUST_000105,PROD_0102,2023-09-11 07:33:00,1645,Credit Card,Fashion,1
TXN_00004400,CUST_000395,PROD_0287,2023-12-13 11:22:00,323383,Credit Card,Electronics,3
TXN_00004401,CUST_000600,PROD_0026,2023-02-11 08:40:00,1059,Wallet,Fashion,1
TXN_00004402,CUST_001550,PROD_0029,2023-01-21 19:52:00,2920,Credit Card,Fashion,1
TXN_00004403,CUST_001862,PROD_0024,2023-10-27 07:20:00,15290,Debit Card,Fashion,1
TXN_00004404,CUST_000193,PROD_0294,2023-12-07 09:22:00,8165,UPI,Electronics,1
TXN_00004405,CUST_001698,PROD_0097,2024-01-22 21:14:00,95497,Debit Card,Electronics,1
TXN_00004406,CUST_001411,PROD_0012,2023-01-17 13:08:00,38411,Credit Card,Electronics,1
TXN_00004407,CUST_000971,PROD_0280,2024-03-08 03:26:00,167575,Net Banking,Electronics,3
TXN_00004408,CUST_000934,PROD_0123,2023-08-15 08:24:00,134810,Debit Card,Electronics,1
TXN_00004409,CUST_000196,PROD_0043,2023-03-13 02:42:00,165813,Debit Card,Home & Living,3
TXN_00004410,CUST_000651,PROD_0071,2023-07-11 13:46:00,9341,Debit Card,Fashion,1
TXN_00004411,CUST_001479,PROD_0104,2024-01-18 05:48:00,25553,Wallet,Fashion,3
TXN_00004412,CUST_000872,PROD_0175,2023-02-21 05:48:00,275041,Credit Card,Electronics,3
TXN_00004413,CUST_000869,PROD_0201,2023-05-12 16:07:00,5036,UPI,Fashion,1
TXN_00004414,CUST_001047,PROD_0107,2023-12-02 14:25:00,402247,Credit Card,Electronics,3
TXN_00004415,CUST_000328,PROD_0069,2023-11-15 01:27:00,330747,Credit Card,Electronics,3
TXN_00004416,CUST_001170,PROD_0158,2023-11-05 13:15:00,85433,UPI,Electronics,1
TXN_00004417,CUST_000042,PROD_0239,2023-05-01 19:38:00,56305,Credit Card,Electronics,3
TXN_00004418,CUST_000689,PROD_0001,2023-08-12 23:31:00,33406,Net Banking,Electronics,1
TXN_00004419,CUST_001928,PROD_0102,2023-06-21 01:45:00,1417,UPI,Fashion,1
TXN_00004420,CUST_000676,PROD_0106,2024-02-25 18:34:00,56787,UPI,Electronics,1
TXN_00004421,CUST_000293,PROD_0160,2023-03-06 21:45:00,29987,Credit Card,Home & Living,1
TXN_00004422,CUST_001482,PROD_0205,2023-04-27 21:51:00,145926,Debit Card,Electronics,1
TXN_00004423,CUST_000205,PROD_0143,2024-01-25 06:17:00,12339,Credit Card,Fashion,1
TXN_00004424,CUST_001601,PROD_0184,2024-02-02 16:58:00,1855,UPI,Fashion,1
TXN_00004425,CUST_001139,PROD_0051,2023-01-20 09:32:00,70765,Credit Card,Home & Living,3
TXN_00004426,CUST_000705,PROD_0226,2023-02-16 21:18:00,67860,UPI,Electronics,1
TXN_00004427,CUST_001332,PROD_0113,2023-03-16 11:38:00,51099,Credit Card,Electronics,1
TXN_00004428,CUST_001671,PROD_0016,2023-06-02 11:02:00,126417,Debit Card,Electronics,1
TXN_00004429,CUST_001760,PROD_0254,2023-10-11 05:50:00,5679,Debit Card,Fashion,1
TXN_00004430,CUST_001480,PROD_0208,2023-05-07 08:08:00,12705,UPI,Fashion,3
TXN_00004431,CUST_000966,PROD_0006,2023-07-09 14:24:00,104834,Credit Card,Electronics,1
TXN_00004432,CUST_000956,PROD_0189,2023-11-09 02:07:00,104194,Net Banking,Electronics,1
TXN_00004433,CUST_001472,PROD_0230,2023-10-30 00:47:00,120565,UPI,Electronics,1
TXN_00004434,CUST_000585,PROD_0149,2023-04-10 02:33:00,235241,Net Banking,Electronics,2
TXN_00004435,CUST_001743,PROD_0185,2023-11-28 09:15:00,52437,Credit Card,Home & Living,2
TXN_00004436,CUST_000893,PROD_0007,2023-07-10 07:58:00,151766,Debit Card,Electronics,1
TXN_00004437,CUST_001630,PROD_0010,2023-01-20 21:41:00,94017,Debit Card,Electronics,1
TXN_00004438,CUST_001753,PROD_0300,2023-10-27 15:30:00,122576,COD,Electronics,1
TXN_00004439,CUST_000244,PROD_0041,2023-02-24 10:01:00,46219,UPI,Home & Living,1
TXN_00004440,CUST_000836,PROD_0020,2023-10-27 03:43:00,10021,Net Banking,Electronics,1
TXN_00004441,CUST_001918,PROD_0027,2023-03-06 12:57:00,5202,Debit Card,Fashion,1
TXN_00004442,CUST_001603,PROD_0149,2024-02-19 02:58:00,128874,COD,Electronics,1
TXN_00004443,CUST_000926,PROD_0081,2023-03-24 16:07:00,74218,UPI,Electronics,1
TXN_00004444,CUST_001725,PROD_0120,2023-12-17 19:05:00,547,Debit Card,Fashion,1
TXN_00004445,CUST_001523,PROD_0233,2023-09-15 15:14:00,52501,Credit Card,Electronics,1
TXN_00004446,CUST_001680,PROD_0292,2023-03-22 03:37:00,32884,Debit Card,Electronics,1
TXN_00004447,CUST_001127,PROD_0147,2023-10-18 02:50:00,32348,UPI,Electronics,1
TXN_00004448,CUST_000660,PROD_0053,2023-12-14 14:27:00,28298,Debit Card,Home & Living,3
TXN_00004449,CUST_001594,PROD_0029,2024-01-31 00:22:00,2967,UPI,Fashion,1
TXN_00004450,CUST_000281,PROD_0212,2023-12-16 14:31:00,17314,UPI,Fashion,2
TXN_00004451,CUST_000003,PROD_0099,2023-05-30 11:54:00,10822,Net Banking,Electronics,1
TXN_00004452,CUST_001219,PROD_0073,2024-03-06 23:05:00,15590,COD,Fashion,1
TXN_00004453,CUST_000765,PROD_0030,2023-01-29 08:17:00,25906,Debit Card,Fashion,2
TXN_00004454,CUST_000651,PROD_0136,2024-02-19 05:00:00,127448,COD,Electronics,1
TXN_00004455,CUST_000269,PROD_0257,2023-07-13 23:51:00,56975,Net Banking,Electronics,3
TXN_00004456,CUST_001067,PROD_0094,2023-09-11 17:39:00,79663,Wallet,Electronics,2
TXN_00004457,CUST_000071,PROD_0058,2024-01-17 09:40:00,356984,Debit Card,Electronics,3
TXN_00004458,CUST_000710,PROD_0289,2023-03-29 19:20:00,60464,UPI,Electronics,1
TXN_00004459,CUST_001031,PROD_0148,2024-01-25 12:03:00,4923,UPI,Fashion,2
TXN_00004460,CUST_000487,PROD_0162,2023-01-25 08:00:00,122722,COD,Electronics,1
TXN_00004461,CUST_001239,PROD_0259,2024-02-08 06:17:00,129255,Credit Card,Electronics,1
TXN_00004462,CUST_000836,PROD_0079,2023-08-24 21:22:00,21063,Debit Card,Electronics,1
TXN_00004463,CUST_000610,PROD_0281,2023-10-02 22:46:00,56302,UPI,Electronics,1
TXN_00004464,CUST_000300,PROD_0197,2023-08-06 17:32:00,153664,UPI,Electronics,3
TXN_00004465,CUST_000198,PROD_0226,2023-05-05 17:42:00,53020,UPI,Electronics,1
TXN_00004466,CUST_000271,PROD_0262,2023-02-06 01:55:00,18458,Credit Card,Electronics,1
TXN_00004467,CUST_001537,PROD_0241,2023-05-05 07:17:00,3118,Debit Card,Fashion,1
TXN_00004468,CUST_000769,PROD_0110,2023-10-07 09:10:00,126193,UPI,Electronics,1
TXN_00004469,CUST_000305,PROD_0073,2023-05-01 17:42:00,24745,Credit Card,Fashion,2
TXN_00004470,CUST_001121,PROD_0004,2024-02-12 07:11:00,88714,Credit Card,Electronics,1
TXN_00004471,CUST_000065,PROD_0125,2024-01-14 06:43:00,15945,Debit Card,Home & Living,1
TXN_00004472,CUST_001498,PROD_0005,2024-01-21 21:24:00,68996,UPI,Electronics,1
TXN_00004473,CUST_001072,PROD_0239,2024-02-04 20:26:00,30611,Credit Card,Electronics,2
TXN_00004474,CUST_000456,PROD_0065,2023-01-05 07:34:00,5207,Credit Card,Fashion,1
TXN_00004475,CUST_001158,PROD_0262,2023-12-15 02:41:00,19754,UPI,Electronics,1
TXN_00004476,CUST_001922,PROD_0163,2023-05-06 23:24:00,113830,Debit Card,Electronics,1
TXN_00004477,CUST_001230,PROD_0030,2024-01-19 16:37:00,9972,UPI,Fashion,1
TXN_00004478,CUST_001447,PROD_0030,2023-09-06 13:30:00,11001,UPI,Fashion,1
TXN_00004479,CUST_000378,PROD_0099,2023-01-12 11:08:00,9514,Net Banking,Electronics,1
TXN_00004480,CUST_000166,PROD_0186,2024-01-03 03:49:00,7043,Credit Card,Home & Living,1
TXN_00004481,CUST_000104,PROD_0262,2023-01-05 14:07:00,21385,UPI,Electronics,1
TXN_00004482,CUST_000889,PROD_0113,2023-10-15 11:55:00,52625,Net Banking,Electronics,1
TXN_00004483,CUST_001627,PROD_0155,2023-12-01 21:34:00,34927,Debit Card,Electronics,3
TXN_00004484,CUST_001717,PROD_0066,2023-02-23 05:13:00,5251,Debit Card,Fashion,1
TXN_00004485,CUST_000940,PROD_0180,2023-07-10 02:48:00,17757,Credit Card,Home & Living,2
TXN_00004486,CUST_000226,PROD_0180,2023-10-27 02:39:00,11616,Wallet,Home & Living,1
TXN_00004487,CUST_000543,PROD_0010,2023-06-05 11:16:00,351070,Credit Card,Electronics,3
TXN_00004488,CUST_001915,PROD_0208,2023-11-07 15:09:00,4408,COD,Fashion,1
TXN_00004489,CUST_001264,PROD_0238,2023-06-23 12:52:00,17452,Credit Card,Electronics,1
TXN_00004490,CUST_000236,PROD_0242,2023-08-21 13:31:00,217050,UPI,Electronics,2
TXN_00004491,CUST_000161,PROD_0152,2023-08-17 23:43:00,17071,COD,Home & Living,1
TXN_00004492,CUST_001661,PROD_0134,2024-01-22 21:32:00,103796,Debit Card,Electronics,1
TXN_00004493,CUST_001025,PROD_0195,2023-03-14 13:15:00,6153,COD,Electronics,1
TXN_00004494,CUST_001198,PROD_0299,2023-02-24 04:47:00,57943,UPI,Electronics,1
TXN_00004495,CUST_000823,PROD_0090,2023-07-15 14:34:00,204590,Debit Card,Electronics,2
TXN_00004496,CUST_000449,PROD_0091,2023-07-10 11:31:00,159695,Debit Card,Home & Living,3
TXN_00004497,CUST_000425,PROD_0109,2023-04-11 17:54:00,340329,Credit Card,Electronics,3
TXN_00004498,CUST_001746,PROD_0296,2024-01-18 09:52:00,145238,Credit Card,Electronics,1
TXN_00004499,CUST_000096,PROD_0203,2023-03-13 06:43:00,69047,Credit Card,Electronics,1
TXN_00004500,CUST_001343,PROD_0038,2024-01-25 09:42:00,4550,Debit Card,Fashion,1
TXN_00004501,CUST_000780,PROD_0122,2023-06-04 09:50:00,13937,Credit Card,Fashion,3
TXN_00004502,CUST_000801,PROD_0258,2023-04-01 15:27:00,36327,COD,Electronics,1
TXN_00004503,CUST_000420,PROD_0259,2023-01-01 09:43:00,127347,Credit Card,Electronics,1
TXN_00004504,CUST_000227,PROD_0168,2023-08-23 13:49:00,130670,Wallet,Electronics,1
TXN_00004505,CUST_000199,PROD_0204,2023-03-31 20:42:00,2116,Net Banking,Fashion,1
TXN_00004506,CUST_000210,PROD_0087,2023-06-01 16:14:00,50290,Credit Card,Electronics,1
TXN_00004507,CUST_000231,PROD_0167,2023-09-30 23:26:00,111027,Credit Card,Electronics,1
TXN_00004508,CUST_000425,PROD_0166,2023-08-01 08:30:00,42543,UPI,Electronics,1
TXN_00004509,CUST_000056,PROD_0288,2023-07-18 10:24:00,38202,UPI,Home & Living,1
TXN_00004510,CUST_001104,PROD_0124,2023-07-18 18:32:00,7641,UPI,Fashion,1
TXN_00004511,CUST_001849,PROD_0137,2023-01-12 06:24:00,5142,UPI,Fashion,1
TXN_00004512,CUST_001129,PROD_0210,2023-04-29 00:01:00,30717,Credit Card,Fashion,3
TXN_00004513,CUST_000570,PROD_0125,2023-09-07 21:38:00,14929,Net Banking,Home & Living,1
TXN_00004514,CUST_001886,PROD_0123,2023-07-25 23:14:00,154406,Wallet,Electronics,1
TXN_00004515,CUST_001414,PROD_0299,2024-01-27 11:36:00,66824,UPI,Electronics,1
TXN_00004516,CUST_001998,PROD_0183,2023-03-16 22:38:00,4636,Debit Card,Fashion,1
TXN_00004517,CUST_000233,PROD_0101,2023-03-27 15:59:00,3548,UPI,Fashion,1
TXN_00004518,CUST_000119,PROD_0248,2023-11-03 07:17:00,21353,Net Banking,Fashion,2
TXN_00004519,CUST_000132,PROD_0180,2023-05-16 01:24:00,8995,Net Banking,Home & Living,1
TXN_00004520,CUST_001522,PROD_0204,2023-03-16 18:06:00,2268,Credit Card,Fashion,1
TXN_00004521,CUST_000168,PROD_0115,2023-03-29 04:32:00,49762,COD,Home & Living,1
TXN_00004522,CUST_000322,PROD_0270,2023-03-05 16:12:00,34640,UPI,Electronics,1
TXN_00004523,CUST_000042,PROD_0040,2023-02-28 14:44:00,10221,UPI,Fashion,1
TXN_00004524,CUST_001195,PROD_0296,2023-07-25 20:03:00,155961,UPI,Electronics,1
TXN_00004525,CUST_001737,PROD_0050,2023-06-21 21:28:00,77520,COD,Home & Living,2
TXN_00004526,CUST_001077,PROD_0012,2024-02-09 23:33:00,40270,Credit Card,Electronics,1
TXN_00004527,CUST_001344,PROD_0234,2023-10-23 15:57:00,29600,Credit Card,Electronics,1
TXN_00004528,CUST_000584,PROD_0071,2023-08-18 19:38:00,8707,Debit Card,Fashion,1
TXN_00004529,CUST_000117,PROD_0053,2023-03-11 03:31:00,27202,Credit Card,Home & Living,3
TXN_00004530,CUST_000255,PROD_0257,2023-10-07 13:50:00,15488,Credit Card,Electronics,1
TXN_00004531,CUST_000688,PROD_0276,2023-07-02 16:47:00,32531,Net Banking,Fashion,2
TXN_00004532,CUST_000195,PROD_0026,2023-10-01 21:06:00,3388,Credit Card,Fashion,3
TXN_00004533,CUST_001927,PROD_0189,2023-01-05 13:04:00,128587,Debit Card,Electronics,1
TXN_00004534,CUST_001009,PROD_0206,2024-02-15 21:54:00,45520,Debit Card,Home & Living,1
TXN_00004535,CUST_001962,PROD_0270,2023-06-10 13:55:00,82284,UPI,Electronics,2
TXN_00004536,CUST_000499,PROD_0168,2023-07-28 06:53:00,263418,COD,Electronics,2
TXN_00004537,CUST_000193,PROD_0245,2023-08-25 11:53:00,113501,UPI,Electronics,1
TXN_00004538,CUST_000722,PROD_0134,2023-04-02 23:55:00,115490,Credit Card,Electronics,1
TXN_00004539,CUST_001543,PROD_0149,2023-08-03 19:19:00,220680,UPI,Electronics,2
TXN_00004540,CUST_001247,PROD_0222,2023-09-07 17:32:00,140198,COD,Electronics,1
TXN_00004541,CUST_000146,PROD_0127,2024-03-05 06:33:00,175962,Credit Card,Electronics,2
TXN_00004542,CUST_001747,PROD_0296,2023-10-30 20:37:00,152374,Credit Card,Electronics,1
TXN_00004543,CUST_001817,PROD_0062,2023-07-20 16:10:00,43471,COD,Electronics,1
TXN_00004544,CUST_001429,PROD_0108,2024-01-26 06:41:00,30546,Debit Card,Home & Living,3
TXN_00004545,CUST_001687,PROD_0013,2023-02-09 13:31:00,26066,Net Banking,Electronics,1
TXN_00004546,CUST_000713,PROD_0127,2023-12-16 22:10:00,90987,UPI,Electronics,1
TXN_00004547,CUST_000236,PROD_0238,2024-02-15 22:12:00,17418,Wallet,Electronics,1
TXN_00004548,CUST_000864,PROD_0074,2024-02-15 07:04:00,131139,UPI,Electronics,3
TXN_00004549,CUST_000963,PROD_0054,2023-09-27 10:17:00,24011,Debit Card,Home & Living,1
TXN_00004550,CUST_001185,PROD_0021,2024-03-10 01:19:00,90548,UPI,Electronics,1
TXN_00004551,CUST_001412,PROD_0137,2023-01-29 07:30:00,5327,Debit Card,Fashion,1
TXN_00004552,CUST_001378,PROD_0292,2023-07-02 23:18:00,57095,Net Banking,Electronics,2
TXN_00004553,CUST_000761,PROD_0202,2023-06-20 16:14:00,27002,COD,Electronics,1
TXN_00004554,CUST_000700,PROD_0012,2024-02-25 07:43:00,41228,COD,Electronics,1
TXN_00004555,CUST_001225,PROD_0216,2023-10-08 03:09:00,132247,COD,Electronics,1
TXN_00004556,CUST_000987,PROD_0157,2024-01-11 06:38:00,15400,UPI,Fashion,1
TXN_00004557,CUST_001295,PROD_0050,2023-06-14 10:06:00,31631,Credit Card,Home & Living,1
TXN_00004558,CUST_000897,PROD_0198,2023-02-05 19:44:00,2741,Credit Card,Home & Living,1
TXN_00004559,CUST_001516,PROD_0285,2023-10-13 02:40:00,82143,Debit Card,Electronics,2
TXN_00004560,CUST_001514,PROD_0108,2024-03-01 08:53:00,12994,Wallet,Home & Living,1
TXN_00004561,CUST_001011,PROD_0040,2023-04-02 03:52:00,12951,Wallet,Fashion,1
TXN_00004562,CUST_001441,PROD_0260,2023-12-28 06:25:00,32212,Net Banking,Electronics,1
TXN_00004563,CUST_001662,PROD_0280,2023-12-23 17:25:00,53099,Credit Card,Electronics,1
TXN_00004564,CUST_000478,PROD_0037,2023-05-14 11:16:00,15311,UPI,Fashion,1
TXN_00004565,CUST_000201,PROD_0222,2024-01-06 17:16:00,158104,COD,Electronics,1
TXN_00004566,CUST_000652,PROD_0066,2023-06-10 12:13:00,14047,Debit Card,Fashion,3
TXN_00004567,CUST_001590,PROD_0289,2023-05-05 00:57:00,140963,Debit Card,Electronics,3
TXN_00004568,CUST_001581,PROD_0035,2023-11-03 12:33:00,13378,Credit Card,Fashion,1
TXN_00004569,CUST_001355,PROD_0219,2024-02-01 19:02:00,52313,Net Banking,Electronics,1
TXN_00004570,CUST_001333,PROD_0269,2023-12-23 21:19:00,116305,UPI,Electronics,1
TXN_00004571,CUST_000743,PROD_0266,2023-10-24 17:29:00,168869,Debit Card,Electronics,2
TXN_00004572,CUST_000278,PROD_0270,2024-01-09 01:35:00,38521,UPI,Electronics,1
TXN_00004573,CUST_001535,PROD_0254,2023-04-01 22:06:00,16706,COD,Fashion,3
TXN_00004574,CUST_000944,PROD_0251,2024-02-02 06:21:00,87711,Wallet,Electronics,1
TXN_00004575,CUST_001333,PROD_0162,2023-02-17 13:25:00,133195,Debit Card,Electronics,1
TXN_00004576,CUST_001041,PROD_0050,2023-04-16 06:39:00,30681,UPI,Home & Living,1
TXN_00004577,CUST_000964,PROD_0041,2023-08-08 14:01:00,39821,UPI,Home & Living,1
TXN_00004578,CUST_000980,PROD_0106,2023-03-03 15:42:00,56329,Debit Card,Electronics,1
TXN_00004579,CUST_000464,PROD_0297,2023-01-06 22:58:00,79244,UPI,Electronics,1
TXN_00004580,CUST_000370,PROD_0264,2023-11-30 05:41:00,11143,Debit Card,Home & Living,2
TXN_00004581,CUST_000350,PROD_0047,2023-05-19 03:44:00,156582,Net Banking,Home & Living,3
TXN_00004582,CUST_001264,PROD_0233,2024-02-10 23:14:00,61078,UPI,Electronics,1
TXN_00004583,CUST_001661,PROD_0006,2023-07-30 21:58:00,119519,UPI,Electronics,1
TXN_00004584,CUST_000504,PROD_0031,2023-05-01 13:20:00,21967,Debit Card,Fashion,3
TXN_00004585,CUST_000632,PROD_0089,2023-02-18 17:06:00,13188,UPI,Fashion,2
TXN_00004586,CUST_001329,PROD_0255,2023-05-29 08:10:00,40040,UPI,Electronics,1
TXN_00004587,CUST_000608,PROD_0012,2023-10-11 08:09:00,41999,UPI,Electronics,1
TXN_00004588,CUST_001371,PROD_0232,2023-01-16 05:44:00,7809,Net Banking,Fashion,1
TXN_00004589,CUST_000573,PROD_0133,2024-03-04 11:00:00,32061,Net Banking,Electronics,1
TXN_00004590,CUST_001429,PROD_0152,2023-08-13 13:22:00,19099,Credit Card,Home & Living,1
TXN_00004591,CUST_001437,PROD_0135,2023-02-16 03:42:00,167639,UPI,Electronics,1
TXN_00004592,CUST_001507,PROD_0223,2023-12-03 02:21:00,12904,UPI,Electronics,1
TXN_00004593,CUST_000854,PROD_0272,2023-01-05 19:51:00,9781,Net Banking,Fashion,1
TXN_00004594,CUST_001180,PROD_0029,2023-06-08 15:22:00,2789,Net Banking,Fashion,1
TXN_00004595,CUST_000395,PROD_0160,2023-11-14 22:04:00,55230,Debit Card,Home & Living,2
TXN_00004596,CUST_001838,PROD_0032,2023-01-20 10:19:00,4874,COD,Fashion,3
TXN_00004597,CUST_001702,PROD_0082,2023-06-03 10:05:00,10243,UPI,Fashion,1
TXN_00004598,CUST_001402,PROD_0283,2023-01-29 16:58:00,149055,Net Banking,Electronics,1
TXN_00004599,CUST_001689,PROD_0192,2023-02-08 21:57:00,22970,Debit Card,Home & Living,2
TXN_00004600,CUST_001684,PROD_0162,2023-01-14 20:12:00,127351,UPI,Electronics,1
TXN_00004601,CUST_000652,PROD_0086,2023-11-12 08:11:00,122417,Credit Card,Electronics,1
TXN_00004602,CUST_001535,PROD_0003,2023-03-31 01:40:00,22172,Net Banking,Electronics,3
TXN_00004603,CUST_001960,PROD_0187,2023-09-03 12:45:00,307141,Net Banking,Electronics,3
TXN_00004604,CUST_000782,PROD_0228,2023-12-06 13:38:00,7373,Credit Card,Electronics,1
TXN_00004605,CUST_000355,PROD_0055,2023-10-19 11:14:00,21717,Debit Card,Home & Living,1
TXN_00004606,CUST_000475,PROD_0004,2023-02-17 18:16:00,99593,Wallet,Electronics,1
TXN_00004607,CUST_000191,PROD_0054,2023-11-17 17:50:00,25549,UPI,Home & Living,1
TXN_00004608,CUST_001546,PROD_0298,2023-12-13 00:53:00,1703,UPI,Fashion,1
TXN_00004609,CUST_001273,PROD_0042,2024-02-06 09:08:00,22260,UPI,Home & Living,2
TXN_00004610,CUST_000575,PROD_0125,2023-03-18 09:00:00,15427,UPI,Home & Living,1
TXN_00004611,CUST_000776,PROD_0300,2023-04-01 16:47:00,267113,COD,Electronics,2
TXN_00004612,CUST_000385,PROD_0065,2023-04-08 06:51:00,9949,Net Banking,Fashion,2
TXN_00004613,CUST_000615,PROD_0016,2023-10-03 19:14:00,144184,Debit Card,Electronics,1
TXN_00004614,CUST_001951,PROD_0022,2023-04-17 15:23:00,119814,UPI,Electronics,1
TXN_00004615,CUST_000210,PROD_0184,2024-01-13 16:24:00,2286,Debit Card,Fashion,1
TXN_00004616,CUST_000894,PROD_0162,2023-05-11 23:02:00,263346,Credit Card,Electronics,2
TXN_00004617,CUST_001040,PROD_0235,2024-02-18 11:51:00,24131,Credit Card,Electronics,1
TXN_00004618,CUST_000590,PROD_0060,2023-05-08 23:35:00,121734,Credit Card,Electronics,3
TXN_00004619,CUST_000362,PROD_0108,2023-11-14 04:35:00,11370,UPI,Home & Living,1
TXN_00004620,CUST_000676,PROD_0112,2023-08-19 08:13:00,305960,Credit Card,Electronics,3
TXN_00004621,CUST_000697,PROD_0010,2023-01-12 18:55:00,117753,Credit Card,Electronics,1
TXN_00004622,CUST_000712,PROD_0188,2024-01-24 17:40:00,22476,Debit Card,Electronics,1
TXN_00004623,CUST_001851,PROD_0061,2024-02-18 19:23:00,153133,Debit Card,Electronics,1
TXN_00004624,CUST_001247,PROD_0169,2023-09-03 20:55:00,54419,Credit Card,Electronics,1
TXN_00004625,CUST_000017,PROD_0005,2023-08-07 19:55:00,73072,Credit Card,Electronics,1
TXN_00004626,CUST_001967,PROD_0080,2023-06-17 06:20:00,6916,COD,Electronics,1
TXN_00004627,CUST_001231,PROD_0212,2023-08-29 12:21:00,7463,UPI,Fashion,1
TXN_00004628,CUST_000092,PROD_0093,2023-03-05 17:33:00,34062,Debit Card,Home & Living,1
TXN_00004629,CUST_000413,PROD_0228,2024-01-26 18:51:00,19219,Credit Card,Electronics,3
TXN_00004630,CUST_001206,PROD_0130,2023-03-11 17:32:00,355702,Credit Card,Electronics,3
TXN_00004631,CUST_001945,PROD_0122,2023-05-21 09:47:00,8052,UPI,Fashion,2
TXN_00004632,CUST_001495,PROD_0141,2023-07-25 21:24:00,7477,Net Banking,Fashion,1
TXN_00004633,CUST_001058,PROD_0038,2023-08-09 14:37:00,4593,Debit Card,Fashion,1
TXN_00004634,CUST_001104,PROD_0124,2023-05-13 14:01:00,6908,Credit Card,Fashion,1
TXN_00004635,CUST_000837,PROD_0278,2023-08-23 22:54:00,80952,Debit Card,Electronics,3
TXN_00004636,CUST_001752,PROD_0043,2024-03-13 13:37:00,50146,Debit Card,Home & Living,1
TXN_00004637,CUST_000106,PROD_0231,2023-05-14 19:28:00,57771,COD,Electronics,1
TXN_00004638,CUST_001860,PROD_0236,2023-01-14 06:51:00,11272,Debit Card,Fashion,1
TXN_00004639,CUST_001073,PROD_0058,2024-01-02 14:06:00,98961,COD,Electronics,1
TXN_00004640,CUST_000690,PROD_0156,2024-02-29 11:26:00,43743,COD,Electronics,1
TXN_00004641,CUST_000886,PROD_0115,2023-01-01 20:21:00,52484,COD,Home & Living,1
TXN_00004642,CUST_000157,PROD_0281,2023-09-16 13:01:00,164874,Net Banking,Electronics,3
TXN_00004643,CUST_001406,PROD_0256,2023-09-09 21:18:00,1918,Debit Card,Fashion,1
TXN_00004644,CUST_000535,PROD_0130,2024-01-06 21:11:00,126889,Debit Card,Electronics,1
TXN_00004645,CUST_000419,PROD_0152,2023-04-17 11:39:00,17337,Wallet,Home & Living,1
TXN_00004646,CUST_001818,PROD_0013,2023-08-11 18:33:00,31806,Debit Card,Electronics,1
TXN_00004647,CUST_000672,PROD_0056,2023-05-23 10:48:00,21058,COD,Home & Living,1
TXN_00004648,CUST_001863,PROD_0188,2023-06-21 13:26:00,21378,Credit Card,Electronics,1
TXN_00004649,CUST_001755,PROD_0051,2024-02-09 07:31:00,24828,Credit Card,Home & Living,1
TXN_00004650,CUST_000703,PROD_0277,2023-03-11 22:47:00,20944,Debit Card,Fashion,2
TXN_00004651,CUST_001846,PROD_0259,2023-04-02 17:27:00,221562,UPI,Electronics,2
TXN_00004652,CUST_000148,PROD_0101,2023-12-26 17:37:00,6712,Debit Card,Fashion,2
