session_id,customer_id,device_type,session_start,session_end,pages_visited,session_duration_minutes
SESS_00004493,CUST_000983,Mobile,2023-06-01 16:06:00,2023-06-01 16:20:00,1,14
SESS_00004494,CUST_001404,Desktop,2023-04-07 11:15:00,2023-04-07 11:50:00,5,35
SESS_00004495,CUST_000501,Desktop,2023-08-08 19:17:00,2023-08-08 19:33:00,2,16
SESS_00004496,CUST_000908,Mobile,2023-06-29 03:32:00,2023-06-29 03:35:00,1,3
SESS_00004497,CUST_000007,Mobile,2023-08-18 21:22:00,2023-08-18 21:48:00,6,26
SESS_00004498,CUST_001097,Mobile,2023-03-14 10:20:00,2023-03-14 10:38:00,3,18
SESS_00004499,CUST_001512,Desktop,2023-05-03 16:27:00,2023-05-03 17:46:00,11,79
SESS_00004500,CUST_001988,Tablet,2024-02-19 12:05:00,2024-02-19 12:19:00,4,14
SESS_00004501,CUST_001827,Desktop,2023-12-15 10:49:00,2023-12-15 12:03:00,14,74
SESS_00004502,CUST_001249,Desktop,2023-01-02 10:00:00,2023-01-02 11:09:00,8,69
SESS_00004503,CUST_000422,Tablet,2023-01-22 22:47:00,2023-01-22 23:30:00,21,43
SESS_00004504,CUST_000986,Mobile,2023-03-07 18:16:00,2023-03-07 19:01:00,6,45
SESS_00004505,CUST_001084,Mobile,2023-06-10 12:50:00,2023-06-10 13:07:00,3,17
SESS_00004506,CUST_000873,Mobile,2023-07-26 14:12:00,2023-07-26 14:20:00,2,8
SESS_00004507,CUST_001550,Mobile,2023-11-05 23:25:00,2023-11-05 23:38:00,1,13
SESS_00004508,CUST_001064,Mobile,2023-07-23 07:13:00,2023-07-23 07:49:00,6,36
SESS_00004509,CUST_000940,Mobile,2023-06-21 09:31:00,2023-06-21 09:34:00,1,3
SESS_00004510,CUST_001370,Mobile,2023-02-10 05:05:00,2023-02-10 05:25:00,6,20
SESS_00004511,CUST_001737,Tablet,2023-12-30 11:38:00,2023-12-30 12:35:00,7,57
SESS_00004512,CUST_001521,Mobile,2023-04-08 19:14:00,2023-04-08 19:52:00,9,38
SESS_00004513,CUST_000331,Desktop,2023-08-16 05:32:00,2023-08-16 07:25:00,16,113
SESS_00004514,CUST_001582,Mobile,2023-03-18 17:56:00,2023-03-18 18:30:00,17,34
SESS_00004515,CUST_001574,Mobile,2023-06-29 13:23:00,2023-06-29 14:04:00,5,41
SESS_00004516,CUST_001655,Desktop,2023-07-15 00:18:00,2023-07-15 00:32:00,4,14
SESS_00004517,CUST_001138,Desktop,2023-12-03 14:18:00,2023-12-03 15:05:00,9,47
SESS_00004518,CUST_000952,Mobile,2023-01-10 12:17:00,2023-01-10 12:53:00,18,36
SESS_00004519,CUST_000422,Desktop,2023-05-03 10:31:00,2023-05-03 11:45:00,24,74
SESS_00004520,CUST_001266,Tablet,2024-03-09 18:50:00,2024-03-09 19:04:00,3,14
SESS_00004521,CUST_001772,Mobile,2024-01-17 09:59:00,2024-01-17 10:09:00,3,10
SESS_00004522,CUST_001824,Mobile,2023-06-16 01:25:00,2023-06-16 02:01:00,6,36
SESS_00004523,CUST_000640,Mobile,2023-04-21 18:15:00,2023-04-21 18:54:00,4,39
SESS_00004524,CUST_000457,Desktop,2023-12-08 19:24:00,2023-12-08 19:35:00,2,11
SESS_00004525,CUST_001434,Mobile,2023-03-16 13:12:00,2023-03-16 13:48:00,5,36
SESS_00004526,CUST_000303,Mobile,2023-04-28 19:07:00,2023-04-28 19:47:00,13,40
SESS_00004527,CUST_001199,Desktop,2023-06-01 15:59:00,2023-06-01 17:36:00,13,97
SESS_00004528,CUST_001029,Mobile,2023-12-18 21:30:00,2023-12-18 21:49:00,4,19
SESS_00004529,CUST_001619,Tablet,2023-05-12 11:26:00,2023-05-12 12:16:00,7,50
SESS_00004530,CUST_001454,Mobile,2024-02-17 00:55:00,2024-02-17 01:09:00,2,14
SESS_00004531,CUST_000250,Mobile,2023-11-29 20:53:00,2023-11-29 21:29:00,7,36
SESS_00004532,CUST_001033,Mobile,2024-02-27 12:23:00,2024-02-27 13:02:00,13,39
SESS_00004533,CUST_000973,Desktop,2023-11-02 19:56:00,2023-11-02 20:43:00,7,47
SESS_00004534,CUST_000234,Mobile,2024-02-24 20:11:00,2024-02-24 20:51:00,5,40
SESS_00004535,CUST_000845,Mobile,2023-05-31 10:58:00,2023-05-31 11:18:00,3,20
SESS_00004536,CUST_001709,Mobile,2023-03-08 14:31:00,2023-03-08 14:40:00,1,9
SESS_00004537,CUST_001502,Mobile,2024-01-08 11:38:00,2024-01-08 11:45:00,1,7
SESS_00004538,CUST_000250,Desktop,2023-11-16 23:37:00,2023-11-17 00:18:00,20,41
SESS_00004539,CUST_001697,Desktop,2024-01-06 07:25:00,2024-01-06 08:11:00,11,46
SESS_00004540,CUST_001392,Mobile,2023-08-17 15:10:00,2023-08-17 15:49:00,19,39
SESS_00004541,CUST_000245,Mobile,2023-10-05 16:18:00,2023-10-05 16:39:00,10,21
SESS_00004542,CUST_001503,Desktop,2024-01-31 03:51:00,2024-01-31 04:31:00,8,40
SESS_00004543,CUST_001597,Mobile,2023-12-23 00:35:00,2023-12-23 00:48:00,4,13
SESS_00004544,CUST_000181,Mobile,2023-12-17 18:50:00,2023-12-17 19:16:00,13,26
SESS_00004545,CUST_000967,Mobile,2023-11-29 04:22:00,2023-11-29 04:56:00,4,34
SESS_00004546,CUST_001119,Tablet,2023-03-10 21:42:00,2023-03-10 22:20:00,9,38
SESS_00004547,CUST_001409,Mobile,2023-05-15 23:10:00,2023-05-15 23:40:00,15,30
SESS_00004548,CUST_001309,Mobile,2024-02-17 16:54:00,2024-02-17 16:57:00,1,3
SESS_00004549,CUST_000740,Mobile,2023-06-16 19:59:00,2023-06-16 20:06:00,2,7
SESS_00004550,CUST_001897,Desktop,2023-10-05 19:36:00,2023-10-05 20:31:00,27,55
SESS_00004551,CUST_000331,Mobile,2023-02-25 20:52:00,2023-02-25 21:37:00,9,45
SESS_00004552,CUST_001849,Mobile,2023-06-06 20:58:00,2023-06-06 21:19:00,2,21
SESS_00004553,CUST_000909,Mobile,2023-07-11 13:48:00,2023-07-11 14:04:00,3,16
SESS_00004554,CUST_000701,Desktop,2023-03-05 16:13:00,2023-03-05 18:01:00,13,108
SESS_00004555,CUST_000962,Mobile,2023-01-13 09:29:00,2023-01-13 09:33:00,1,4
SESS_00004556,CUST_000336,Desktop,2023-04-09 14:48:00,2023-04-09 15:11:00,3,23
SESS_00004557,CUST_001410,Mobile,2023-03-25 11:01:00,2023-03-25 11:27:00,3,26
SESS_00004558,CUST_001044,Mobile,2023-04-05 03:46:00,2023-04-05 03:56:00,5,10
SESS_00004559,CUST_001901,Mobile,2023-04-23 11:32:00,2023-04-23 11:41:00,1,9
SESS_00004560,CUST_000493,Tablet,2024-01-30 19:40:00,2024-01-30 20:27:00,9,47
SESS_00004561,CUST_001269,Desktop,2023-12-05 10:05:00,2023-12-05 11:32:00,10,87
SESS_00004562,CUST_001757,Mobile,2023-12-16 13:40:00,2023-12-16 13:53:00,1,13
SESS_00004563,CUST_000541,Tablet,2023-07-11 04:16:00,2023-07-11 04:23:00,1,7
SESS_00004564,CUST_000742,Desktop,2023-09-17 18:29:00,2023-09-17 18:59:00,10,30
SESS_00004565,CUST_001681,Desktop,2024-01-27 11:38:00,2024-01-27 11:54:00,2,16
SESS_00004566,CUST_001890,Mobile,2023-10-18 21:39:00,2023-10-18 22:13:00,4,34
SESS_00004567,CUST_001060,Mobile,2023-06-10 11:10:00,2023-06-10 11:22:00,2,12
SESS_00004568,CUST_000320,Desktop,2023-11-10 14:30:00,2023-11-10 16:18:00,54,108
SESS_00004569,CUST_000373,Tablet,2023-07-06 20:37:00,2023-07-06 21:32:00,9,55
SESS_00004570,CUST_000581,Tablet,2023-07-01 17:51:00,2023-07-01 18:16:00,6,25
SESS_00004571,CUST_001725,Desktop,2023-05-26 04:10:00,2023-05-26 06:05:00,57,115
SESS_00004572,CUST_000659,Mobile,2023-05-31 23:32:00,2023-06-01 00:02:00,10,30
SESS_00004573,CUST_001721,Mobile,2024-02-06 18:07:00,2024-02-06 18:20:00,2,13
SESS_00004574,CUST_001033,Desktop,2023-12-03 22:56:00,2023-12-04 00:31:00,15,95
SESS_00004575,CUST_000824,Mobile,2023-08-18 07:15:00,2023-08-18 07:58:00,10,43
SESS_00004576,CUST_001385,Desktop,2023-12-18 07:29:00,2023-12-18 07:40:00,1,11
SESS_00004577,CUST_001295,Mobile,2023-08-08 23:13:00,2023-08-08 23:24:00,3,11
SESS_00004578,CUST_000105,Mobile,2023-01-02 20:04:00,2023-01-02 20:34:00,15,30
SESS_00004579,CUST_001247,Mobile,2024-01-12 11:22:00,2024-01-12 11:54:00,4,32
SESS_00004580,CUST_000881,Mobile,2023-04-07 04:38:00,2023-04-07 05:03:00,3,25
SESS_00004581,CUST_001701,Mobile,2023-03-03 12:54:00,2023-03-03 13:22:00,9,28
SESS_00004582,CUST_000145,Tablet,2023-06-28 22:27:00,2023-06-28 23:12:00,5,45
SESS_00004583,CUST_001716,Mobile,2023-08-31 08:50:00,2023-08-31 09:27:00,5,37
SESS_00004584,CUST_000771,Mobile,2023-04-16 15:18:00,2023-04-16 15:51:00,16,33
SESS_00004585,CUST_000485,Mobile,2023-11-26 00:13:00,2023-11-26 00:41:00,5,28
SESS_00004586,CUST_000499,Mobile,2023-09-22 13:42:00,2023-09-22 13:47:00,1,5
SESS_00004587,CUST_000791,Desktop,2023-11-17 16:29:00,2023-11-17 18:22:00,56,113
SESS_00004588,CUST_001395,Desktop,2023-08-22 10:59:00,2023-08-22 12:11:00,18,72
SESS_00004589,CUST_001860,Mobile,2023-01-11 10:14:00,2023-01-11 10:20:00,1,6
SESS_00004590,CUST_001284,Desktop,2023-10-10 13:21:00,2023-10-10 14:38:00,19,77
SESS_00004591,CUST_000374,Desktop,2023-04-06 16:32:00,2023-04-06 18:01:00,17,89
SESS_00004592,CUST_000800,Mobile,2024-01-11 03:28:00,2024-01-11 03:40:00,2,12
SESS_00004593,CUST_000559,Mobile,2023-08-02 01:00:00,2023-08-02 01:17:00,4,17
SESS_00004594,CUST_000185,Mobile,2023-01-01 11:55:00,2023-01-01 12:32:00,4,37
SESS_00004595,CUST_001141,Desktop,2023-03-30 16:28:00,2023-03-30 16:39:00,1,11
SESS_00004596,CUST_000483,Desktop,2023-07-10 02:30:00,2023-07-10 02:49:00,3,19
SESS_00004597,CUST_001205,Mobile,2023-05-18 21:47:00,2023-05-18 22:25:00,7,38
SESS_00004598,CUST_000529,Mobile,2023-06-23 00:54:00,2023-06-23 00:57:00,1,3
SESS_00004599,CUST_000977,Mobile,2023-01-26 13:17:00,2023-01-26 14:01:00,11,44
SESS_00004600,CUST_000104,Desktop,2024-02-15 22:30:00,2024-02-16 00:02:00,46,92
SESS_00004601,CUST_001311,Mobile,2023-03-30 21:20:00,2023-03-30 21:36:00,2,16
SESS_00004602,CUST_000590,Desktop,2023-08-03 03:06:00,2023-08-03 03:55:00,6,49
SESS_00004603,CUST_001734,Mobile,2023-06-18 20:21:00,2023-06-18 20:34:00,1,13
SESS_00004604,CUST_001802,Mobile,2023-05-14 20:01:00,2023-05-14 20:11:00,2,10
SESS_00004605,CUST_001148,Mobile,2024-02-18 21:46:00,2024-02-18 21:59:00,6,13
SESS_00004606,CUST_000233,Mobile,2023-07-05 17:04:00,2023-07-05 17:13:00,3,9
SESS_00004607,CUST_001894,Mobile,2023-01-16 16:41:00,2023-01-16 16:57:00,2,16
SESS_00004608,CUST_000719,Mobile,2023-04-08 03:04:00,2023-04-08 03:33:00,4,29
SESS_00004609,CUST_001271,Mobile,2023-06-15 20:43:00,2023-06-15 20:52:00,2,9
SESS_00004610,CUST_001647,Desktop,2023-03-07 04:56:00,2023-03-07 06:40:00,13,104
SESS_00004611,CUST_000421,Mobile,2023-05-15 10:50:00,2023-05-15 10:55:00,1,5
SESS_00004612,CUST_001669,Mobile,2023-10-09 18:27:00,2023-10-09 18:30:00,1,3
SESS_00004613,CUST_001634,Desktop,2023-09-03 02:57:00,2023-09-03 04:39:00,12,102
SESS_00004614,CUST_000445,Desktop,2023-09-07 12:24:00,2023-09-07 14:15:00,22,111
SESS_00004615,CUST_000025,Mobile,2023-12-03 17:56:00,2023-12-03 18:01:00,1,5
SESS_00004616,CUST_001562,Tablet,2023-01-06 13:03:00,2023-01-06 13:29:00,3,26
SESS_00004617,CUST_001795,Mobile,2023-01-31 22:26:00,2023-01-31 22:46:00,10,20
SESS_00004618,CUST_000727,Mobile,2023-02-18 02:34:00,2023-02-18 02:50:00,5,16
SESS_00004619,CUST_001130,Mobile,2024-01-09 08:01:00,2024-01-09 08:09:00,1,8
SESS_00004620,CUST_000602,Mobile,2024-01-07 08:02:00,2024-01-07 08:33:00,5,31
SESS_00004621,CUST_000042,Mobile,2023-05-20 06:58:00,2023-05-20 07:33:00,5,35
SESS_00004622,CUST_001819,Desktop,2024-01-22 06:20:00,2024-01-22 06:56:00,18,36
SESS_00004623,CUST_000931,Desktop,2023-04-08 23:09:00,2023-04-09 01:07:00,29,118
SESS_00004624,CUST_000888,Mobile,2023-02-25 11:57:00,2023-02-25 12:41:00,11,44
SESS_00004625,CUST_000321,Mobile,2023-03-21 09:41:00,2023-03-21 09:48:00,3,7
SESS_00004626,CUST_000509,Mobile,2023-05-14 02:18:00,2023-05-14 02:55:00,4,37
SESS_00004627,CUST_001912,Desktop,2023-02-23 04:26:00,2023-02-23 06:07:00,16,101
SESS_00004628,CUST_001160,Mobile,2023-03-10 12:23:00,2023-03-10 12:59:00,5,36
SESS_00004629,CUST_000449,Mobile,2023-06-17 20:11:00,2023-06-17 20:43:00,10,32
SESS_00004630,CUST_001100,Tablet,2023-04-15 23:41:00,2023-04-16 00:25:00,8,44
SESS_00004631,CUST_001614,Mobile,2023-09-14 17:20:00,2023-09-14 17:48:00,14,28
SESS_00004632,CUST_001467,Mobile,2023-07-29 19:17:00,2023-07-29 19:39:00,2,22
SESS_00004633,CUST_000831,Mobile,2023-09-19 20:54:00,2023-09-19 21:13:00,3,19
SESS_00004634,CUST_000106,Mobile,2023-11-07 06:56:00,2023-11-07 07:03:00,1,7
SESS_00004635,CUST_000768,Tablet,2023-09-09 18:42:00,2023-09-09 19:24:00,8,42
SESS_00004636,CUST_000677,Mobile,2023-10-17 03:11:00,2023-10-17 03:53:00,14,42
SESS_00004637,CUST_001218,Mobile,2024-01-18 08:55:00,2024-01-18 09:13:00,2,18
SESS_00004638,CUST_001647,Desktop,2023-11-28 19:16:00,2023-11-28 20:42:00,28,86
SESS_00004639,CUST_000011,Mobile,2023-08-26 20:44:00,2023-08-26 21:21:00,9,37
SESS_00004640,CUST_000674,Mobile,2023-08-21 16:16:00,2023-08-21 16:34:00,3,18
SESS_00004641,CUST_001334,Tablet,2024-01-04 01:47:00,2024-01-04 02:43:00,18,56
SESS_00004642,CUST_001657,Mobile,2024-01-20 07:03:00,2024-01-20 07:35:00,4,32
SESS_00004643,CUST_001793,Tablet,2023-08-31 03:56:00,2023-08-31 04:51:00,13,55
SESS_00004644,CUST_001343,Desktop,2023-07-17 10:58:00,2023-07-17 12:33:00,47,95
SESS_00004645,CUST_001339,Mobile,2023-12-12 04:35:00,2023-12-12 05:04:00,14,29
SESS_00004646,CUST_001720,Desktop,2023-02-08 02:32:00,2023-02-08 03:11:00,7,39
SESS_00004647,CUST_000837,Tablet,2024-03-03 19:04:00,2024-03-03 19:11:00,1,7
SESS_00004648,CUST_000149,Mobile,2024-02-06 17:45:00,2024-02-06 18:25:00,6,40
SESS_00004649,CUST_000200,Tablet,2023-12-22 20:48:00,2023-12-22 21:07:00,3,19
SESS_00004650,CUST_001082,Tablet,2023-01-29 03:07:00,2023-01-29 03:14:00,1,7
SESS_00004651,CUST_000941,Mobile,2023-01-02 16:41:00,2023-01-02 17:24:00,10,43
SESS_00004652,CUST_000568,Desktop,2023-12-24 08:16:00,2023-12-24 09:04:00,6,48
SESS_00004653,CUST_001797,Mobile,2023-04-28 21:08:00,2023-04-28 21:32:00,4,24
SESS_00004654,CUST_000963,Tablet,2023-03-10 02:52:00,2023-03-10 03:41:00,24,49
SESS_00004655,CUST_001153,Mobile,2023-12-15 10:04:00,2023-12-15 10:11:00,3,7
SESS_00004656,CUST_001164,Mobile,2023-05-20 11:46:00,2023-05-20 12:31:00,6,45
SESS_00004657,CUST_001611,Mobile,2023-03-09 12:22:00,2023-03-09 12:57:00,5,35
SESS_00004658,CUST_001917,Mobile,2023-03-09 02:26:00,2023-03-09 02:49:00,5,23
SESS_00004659,CUST_000182,Desktop,2023-06-03 13:11:00,2023-06-03 14:46:00,11,95
SESS_00004660,CUST_000023,Mobile,2024-03-11 00:00:00,2024-03-11 00:36:00,6,36
SESS_00004661,CUST_001111,Desktop,2024-01-19 16:41:00,2024-01-19 17:49:00,9,68
SESS_00004662,CUST_000863,Mobile,2023-06-02 23:50:00,2023-06-02 23:58:00,2,8
SESS_00004663,CUST_000492,Tablet,2023-08-23 14:10:00,2023-08-23 14:25:00,5,15
SESS_00004664,CUST_001039,Mobile,2023-07-08 10:27:00,2023-07-08 11:06:00,5,39
SESS_00004665,CUST_001403,Desktop,2023-04-08 02:53:00,2023-04-08 04:37:00,26,104
SESS_00004666,CUST_001155,Desktop,2023-04-29 11:18:00,2023-04-29 12:34:00,12,76
SESS_00004667,CUST_000148,Desktop,2024-01-05 01:46:00,2024-01-05 02:57:00,23,71
SESS_00004668,CUST_000294,Desktop,2023-08-26 13:55:00,2023-08-26 15:34:00,12,99
SESS_00004669,CUST_000148,Tablet,2023-10-30 21:38:00,2023-10-30 22:29:00,25,51
SESS_00004670,CUST_000486,Desktop,2023-08-18 15:28:00,2023-08-18 16:07:00,19,39
SESS_00004671,CUST_000200,Desktop,2023-01-05 05:52:00,2023-01-05 07:46:00,28,114
SESS_00004672,CUST_001414,Mobile,2024-02-20 06:50:00,2024-02-20 07:21:00,4,31
SESS_00004673,CUST_000653,Mobile,2023-10-25 07:13:00,2023-10-25 07:36:00,3,23
SESS_00004674,CUST_000643,Desktop,2023-02-28 22:22:00,2023-02-28 23:55:00,46,93
SESS_00004675,CUST_001282,Tablet,2023-06-01 18:17:00,2023-06-01 18:24:00,1,7
SESS_00004676,CUST_000041,Mobile,2023-09-11 08:59:00,2023-09-11 09:28:00,3,29
SESS_00004677,CUST_001742,Mobile,2023-08-31 04:14:00,2023-08-31 04:53:00,7,39
SESS_00004678,CUST_001583,Tablet,2023-11-15 16:34:00,2023-11-15 16:44:00,5,10
SESS_00004679,CUST_001075,Mobile,2023-09-16 04:06:00,2023-09-16 04:11:00,1,5
SESS_00004680,CUST_000774,Desktop,2024-03-13 21:02:00,2024-03-13 21:51:00,7,49
SESS_00004681,CUST_001571,Desktop,2023-10-23 11:57:00,2023-10-23 12:45:00,8,48
SESS_00004682,CUST_001349,Desktop,2023-11-21 21:43:00,2023-11-21 22:50:00,8,67
SESS_00004683,CUST_000093,Mobile,2023-05-09 04:23:00,2023-05-09 04:39:00,2,16
SESS_00004684,CUST_000898,Desktop,2023-08-28 13:37:00,2023-08-28 15:16:00,19,99
SESS_00004685,CUST_000980,Tablet,2024-01-02 07:08:00,2024-01-02 08:06:00,14,58
SESS_00004686,CUST_001819,Desktop,2023-05-19 18:25:00,2023-05-19 19:21:00,28,56
SESS_00004687,CUST_001843,Tablet,2024-02-24 15:50:00,2024-02-24 15:55:00,1,5
SESS_00004688,CUST_001122,Mobile,2023-11-21 15:13:00,2023-11-21 15:46:00,4,33
SESS_00004689,CUST_000261,Desktop,2023-04-18 17:01:00,2023-04-18 17:55:00,10,54
SESS_00004690,CUST_000240,Desktop,2023-03-21 03:25:00,2023-03-21 05:22:00,14,117
SESS_00004691,CUST_001516,Desktop,2024-02-22 13:11:00,2024-02-22 14:36:00,17,85
SESS_00004692,CUST_001377,Mobile,2023-07-17 16:40:00,2023-07-17 16:53:00,2,13
SESS_00004693,CUST_000469,Mobile,2023-05-16 05:33:00,2023-05-16 06:11:00,4,38
SESS_00004694,CUST_000121,Mobile,2023-12-01 08:10:00,2023-12-01 08:37:00,4,27
SESS_00004695,CUST_000665,Mobile,2024-01-14 21:18:00,2024-01-14 21:38:00,4,20
SESS_00004696,CUST_001688,Mobile,2023-01-02 20:41:00,2023-01-02 21:23:00,6,42
SESS_00004697,CUST_001957,Mobile,2023-12-05 12:32:00,2023-12-05 13:07:00,5,35
SESS_00004698,CUST_000680,Desktop,2023-09-17 19:38:00,2023-09-17 21:26:00,13,108
SESS_00004699,CUST_000490,Mobile,2023-03-16 02:39:00,2023-03-16 02:45:00,1,6
SESS_00004700,CUST_001696,Mobile,2024-02-21 23:14:00,2024-02-21 23:28:00,2,14
SESS_00004701,CUST_000065,Desktop,2023-05-23 09:08:00,2023-05-23 09:28:00,4,20
SESS_00004702,CUST_001240,Mobile,2023-06-16 06:19:00,2023-06-16 06:55:00,4,36
SESS_00004703,CUST_000710,Mobile,2023-08-02 08:55:00,2023-08-02 09:19:00,3,24
SESS_00004704,CUST_000029,Mobile,2023-05-26 09:26:00,2023-05-26 09:38:00,3,12
SESS_00004705,CUST_000051,Desktop,2024-03-14 09:43:00,2024-03-14 11:29:00,13,106
SESS_00004706,CUST_001933,Mobile,2023-11-29 09:57:00,2023-11-29 10:05:00,1,8
SESS_00004707,CUST_001909,Mobile,2023-04-21 02:27:00,2023-04-21 03:11:00,6,44
SESS_00004708,CUST_001475,Mobile,2024-01-20 12:49:00,2024-01-20 13:09:00,2,20
SESS_00004709,CUST_000196,Mobile,2023-09-07 01:03:00,2023-09-07 01:08:00,1,5
SESS_00004710,CUST_000449,Mobile,2023-08-14 18:01:00,2023-08-14 18:19:00,2,18
SESS_00004711,CUST_001808,Desktop,2023-08-14 08:51:00,2023-08-14 09:15:00,12,24
SESS_00004712,CUST_000272,Desktop,2024-01-19 01:27:00,2024-01-19 03:17:00,13,110
SESS_00004713,CUST_001379,Desktop,2023-07-22 00:23:00,2023-07-22 02:22:00,17,119
SESS_00004714,CUST_001551,Desktop,2023-09-14 00:44:00,2023-09-14 02:38:00,19,114
SESS_00004715,CUST_001572,Mobile,2023-06-16 13:37:00,2023-06-16 13:39:00,1,2
SESS_00004716,CUST_000270,Mobile,2024-01-06 17:42:00,2024-01-06 18:21:00,19,39
SESS_00004717,CUST_001285,Desktop,2023-09-12 01:32:00,2023-09-12 03:32:00,20,120
SESS_00004718,CUST_001029,Desktop,2023-01-06 14:51:00,2023-01-06 15:17:00,6,26
SESS_00004719,CUST_000308,Mobile,2023-02-01 15:21:00,2023-02-01 15:38:00,8,17
SESS_00004720,CUST_001970,Desktop,2024-01-22 17:44:00,2024-01-22 18:48:00,8,64
SESS_00004721,CUST_000947,Tablet,2023-03-16 04:24:00,2023-03-16 05:22:00,9,58
SESS_00004722,CUST_000868,Mobile,2024-02-01 12:59:00,2024-02-01 13:29:00,10,30
SESS_00004723,CUST_000572,Tablet,2023-11-14 10:56:00,2023-11-14 11:56:00,10,60
SESS_00004724,CUST_001427,Mobile,2024-02-07 13:03:00,2024-02-07 13:10:00,1,7
SESS_00004725,CUST_000666,Desktop,2024-01-01 01:02:00,2024-01-01 02:17:00,18,75
SESS_00004726,CUST_001616,Mobile,2023-10-12 10:48:00,2023-10-12 11:07:00,3,19
SESS_00004727,CUST_000139,Mobile,2023-12-31 09:44:00,2023-12-31 10:10:00,6,26
SESS_00004728,CUST_000139,Mobile,2023-08-12 15:50:00,2023-08-12 16:29:00,13,39
SESS_00004729,CUST_001965,Desktop,2023-02-26 04:28:00,2023-02-26 04:44:00,2,16
SESS_00004730,CUST_001235,Mobile,2024-03-12 10:09:00,2024-03-12 10:36:00,13,27
SESS_00004731,CUST_000990,Desktop,2023-03-04 16:26:00,2023-03-04 17:34:00,34,68
SESS_00004732,CUST_001364,Mobile,2023-10-27 13:32:00,2023-10-27 13:49:00,2,17
SESS_00004733,CUST_001431,Mobile,2024-01-01 23:51:00,2024-01-02 00:23:00,10,32
SESS_00004734,CUST_001807,Mobile,2023-01-14 02:49:00,2023-01-14 03:18:00,7,29
SESS_00004735,CUST_001109,Desktop,2023-11-30 10:16:00,2023-11-30 11:23:00,33,67
SESS_00004736,CUST_000505,Mobile,2023-04-23 04:42:00,2023-04-23 05:04:00,3,22
SESS_00004737,CUST_000188,Mobile,2023-12-25 18:45:00,2023-12-25 19:13:00,9,28
SESS_00004738,CUST_000520,Mobile,2023-10-11 02:14:00,2023-10-11 02:17:00,1,3
SESS_00004739,CUST_000073,Mobile,2023-06-05 21:15:00,2023-06-05 21:41:00,8,26
SESS_00004740,CUST_000762,Mobile,2023-11-25 12:36:00,2023-11-25 12:45:00,1,9
SESS_00004741,CUST_000683,Desktop,2023-05-06 23:41:00,2023-05-07 01:22:00,16,101
SESS_00004742,CUST_001768,Tablet,2023-12-13 07:00:00,2023-12-13 07:26:00,4,26
SESS_00004743,CUST_001614,Mobile,2023-02-11 17:31:00,2023-02-11 17:57:00,8,26
SESS_00004744,CUST_001881,Tablet,2023-05-25 00:17:00,2023-05-25 00:49:00,6,32
SESS_00004745,CUST_000190,Mobile,2023-01-15 02:02:00,2023-01-15 02:31:00,4,29
SESS_00004746,CUST_001867,Desktop,2023-12-26 02:36:00,2023-12-26 03:28:00,7,52
SESS_00004747,CUST_001040,Mobile,2024-03-14 02:50:00,2024-03-14 03:16:00,13,26
SESS_00004748,CUST_001084,Mobile,2023-11-10 06:45:00,2023-11-10 06:56:00,1,11
SESS_00004749,CUST_001426,Desktop,2023-10-05 13:20:00,2023-10-05 13:52:00,6,32
SESS_00004750,CUST_000789,Desktop,2024-02-01 03:19:00,2024-02-01 04:12:00,26,53
SESS_00004751,CUST_001373,Desktop,2023-02-09 17:04:00,2023-02-09 18:23:00,15,79
SESS_00004752,CUST_001146,Desktop,2023-07-05 01:14:00,2023-07-05 03:06:00,22,112
SESS_00004753,CUST_000617,Desktop,2024-01-21 22:12:00,2024-01-21 23:09:00,8,57
SESS_00004754,CUST_000154,Desktop,2023-04-01 10:04:00,2023-04-01 10:48:00,14,44
SESS_00004755,CUST_001553,Mobile,2023-12-05 21:52:00,2023-12-05 22:18:00,13,26
SESS_00004756,CUST_001975,Mobile,2023-09-27 19:43:00,2023-09-27 19:50:00,2,7
SESS_00004757,CUST_000639,Mobile,2023-02-02 10:52:00,2023-02-02 11:04:00,6,12
SESS_00004758,CUST_000319,Mobile,2023-02-11 20:50:00,2023-02-11 21:32:00,7,42
SESS_00004759,CUST_000492,Mobile,2024-02-09 06:34:00,2024-02-09 07:05:00,10,31
SESS_00004760,CUST_000036,Mobile,2023-01-24 21:24:00,2023-01-24 21:28:00,1,4
SESS_00004761,CUST_000482,Desktop,2023-11-29 05:52:00,2023-11-29 07:42:00,18,110
SESS_00004762,CUST_001208,Mobile,2023-08-16 19:50:00,2023-08-16 20:14:00,4,24
SESS_00004763,CUST_000466,Mobile,2023-08-28 23:29:00,2023-08-28 23:54:00,5,25
SESS_00004764,CUST_001946,Mobile,2024-01-15 23:44:00,2024-01-16 00:26:00,10,42
SESS_00004765,CUST_001318,Mobile,2023-02-22 00:35:00,2023-02-22 01:14:00,4,39
SESS_00004766,CUST_000631,Tablet,2023-07-09 04:02:00,2023-07-09 04:37:00,11,35
SESS_00004767,CUST_001984,Mobile,2024-01-31 10:38:00,2024-01-31 10:57:00,2,19
SESS_00004768,CUST_000013,Mobile,2023-04-09 15:24:00,2023-04-09 15:42:00,3,18
SESS_00004769,CUST_000613,Desktop,2023-12-22 02:12:00,2023-12-22 02:50:00,19,38
SESS_00004770,CUST_001915,Mobile,2023-10-31 16:55:00,2023-10-31 17:13:00,2,18
SESS_00004771,CUST_000655,Mobile,2023-07-04 04:45:00,2023-07-04 04:55:00,1,10
